"X1.04745931505517" "X0.712829416415242"
"5784" 1 1
"5785" 0 0
"5786" 1 1
"5787" 0 0
"5788" -1 -1
"5789" 0 0
"5790" 0 1
"5791" 0 0
"5792" -1 -1
"5793" -1 -1
"5794" 0 0
"5795" 0 0
"5796" 0 -1
"5797" -1 -1
"5798" 1 1
"5799" 0 0
"5800" 0 0
"5801" 0 0
"5802" 0 0
"5803" -1 -1
"5804" -1 -1
"5805" -1 -1
"5806" 0 1
"5807" 1 1
"5808" 0 0
"5809" 0 -1
"5810" -1 -1
"5811" -1 -1
"5812" 1 1
"5813" 0 0
"5814" 0 0
"5815" -1 -1
"5816" 0 0
"5817" 1 1
"5818" -1 -1
"5819" 0 0
"5820" 1 1
"5821" 1 1
"5822" 1 1
"5823" 0 0
"5824" 1 1
"5825" 1 1
"5826" 0 0
"5827" 1 1
"5828" 1 1
"5829" 1 1
"5830" 0 0
"5831" 1 1
"5832" -1 -1
"5833" 1 1
"5834" 1 1
"5835" 0 -1
"5836" 0 1
"5837" 1 1
"5838" 1 1
"5839" 0 0
"5840" 1 1
"5841" 0 0
"5842" 0 0
"5843" 0 0
"5844" 0 0
"5845" 0 -1
"5846" 1 1
"5847" 1 1
"5848" 1 1
"5849" 1 1
"5850" 1 1
"5851" 0 0
"5852" 0 0
"5853" 0 0
"5854" 1 1
"5855" 0 0
"5856" 0 0
"5857" 0 0
"5858" -1 -1
"5859" 1 1
"5860" 0 0
"5861" 0 0
"5862" 0 0
"5863" 1 1
"5864" 0 0
"5865" 0 0
"5866" 1 1
"5867" 0 0
"5868" 0 0
"5869" 0 0
"5870" 1 1
"5871" 1 1
"5872" 1 1
"5873" 1 1
"5874" 0 0
"5875" 0 0
"5876" 1 1
"5877" 0 0
"5878" 1 1
"5879" 0 0
"5880" 0 0
"5881" 0 0
"5882" 0 0
"5883" 1 1
"5884" 1 1
"5885" 0 0
"5886" 1 1
"5887" 1 1
"5888" 1 1
"5889" 0 0
"5890" 0 0
"5891" 1 1
"5892" -1 -1
"5893" 1 1
"5894" 1 1
"5895" 0 0
"5896" 0 0
"5897" 0 0
"5898" 0 0
"5899" 1 1
"5900" 1 1
"5901" 1 1
"5902" 0 0
"5903" 0 1
"5904" 1 1
"5905" -1 -1
"5906" -1 -1
"5907" -1 -1
"5908" -1 -1
"5909" -1 -1
"5910" -1 -1
"5911" 1 1
"5912" 0 0
"5913" 1 1
"5914" 1 1
"5915" 1 1
"5916" 1 0
"5917" -1 -1
"5918" 0 0
"5919" 0 0
"5920" 0 0
"5921" 0 0
"5922" 0 0
"5923" 0 0
"5924" -1 -1
"5925" 0 0
"5926" 1 1
"5927" 0 0
"5928" 0 0
"5929" 0 0
"5930" -1 -1
"5931" -1 -1
"5932" 1 1
"5933" 0 0
"5934" -1 -1
"5935" 0 0
"5936" 1 1
"5937" 1 0
"5938" 1 1
"5939" 0 0
"5940" 1 1
"5941" 1 1
"5942" 0 0
"5943" 0 0
"5944" 1 1
"5945" 1 1
"5946" 0 0
"5947" 0 0
"5948" 1 1
"5949" 0 0
"5950" 1 1
"5951" 1 1
"5952" 1 1
"5953" -1 -1
"5954" -1 -1
"5955" -1 -1
"5956" 1 1
"5957" 1 1
"5958" 1 1
"5959" 1 1
"5960" -1 -1
"5961" 1 1
"5962" 0 0
"5963" 1 1
"5964" 1 1
"5965" 0 0
"5966" 1 1
"5967" -1 0
"5968" 0 0
"5969" 1 1
"5970" 0 -1
"5971" 0 0
"5972" 0 0
"5973" 0 0
"5974" 1 1
"5975" 0 0
"5976" 0 0
"5977" 0 0
"5978" 0 0
"5979" 1 1
"5980" 0 0
"5981" 0 0
"5982" 0 -1
"5983" -1 -1
"5984" 1 1
"5985" 0 0
"5986" 0 0
"5987" -1 -1
"5988" -1 -1
"5989" -1 -1
"5990" 1 1
"5991" -1 0
"5992" 1 1
"5993" 0 1
"5994" 1 1
"5995" 0 0
"5996" 0 0
"5997" 0 0
"5998" -1 -1
"5999" 0 0
"6000" 1 1
"6001" 1 1
"6002" 1 1
"6003" 0 1
"6004" 0 0
"6005" -1 -1
"6006" 1 1
"6007" 1 1
"6008" 0 0
"6009" 0 0
"6010" -1 -1
"6011" -1 -1
"6012" 0 0
"6013" 1 1
"6014" 1 1
"6015" 1 1
"6016" 1 1
"6017" 0 0
"6018" 0 0
"6019" 1 1
"6020" 0 0
"6021" 1 0
"6022" 0 0
"6023" 0 -1
"6024" 1 1
"6025" -1 -1
"6026" -1 -1
"6027" 1 1
"6028" 0 0
"6029" 0 0
"6030" 0 0
"6031" -1 -1
"6032" -1 0
"6033" 0 0
"6034" 1 1
"6035" 1 1
"6036" 0 0
"6037" 1 1
"6038" 0 0
"6039" 1 0
"6040" 0 0
"6041" 1 1
"6042" 1 1
"6043" 1 1
"6044" 0 0
"6045" 1 1
"6046" 0 -1
"6047" 1 1
"6048" 0 -1
"6049" -1 -1
"6050" 1 1
"6051" 0 0
"6052" 0 0
"6053" 0 0
"6054" 0 0
"6055" -1 0
"6056" 0 0
"6057" -1 -1
"6058" -1 -1
"6059" 0 0
"6060" -1 -1
"6061" -1 -1
"6062" -1 -1
"6063" -1 -1
"6064" -1 -1
"6065" -1 -1
"6066" 0 0
"6067" 0 0
"6068" 0 0
"6069" 0 0
"6070" 0 0
"6071" -1 0
"6072" 1 1
"6073" 0 0
"6074" 0 -1
"6075" 0 0
"6076" 1 1
"6077" 0 0
"6078" 1 1
"6079" 0 -1
"6080" 1 1
"6081" 1 0
"6082" -1 -1
"6083" -1 -1
"6084" -1 0
"6085" 0 0
"6086" 0 0
"6087" -1 -1
"6088" 0 0
"6089" 0 0
"6090" 0 0
"6091" 0 0
"6092" -1 -1
"6093" -1 -1
"6094" -1 -1
"6095" -1 -1
"6096" 0 0
"6097" -1 -1
"6098" 0 0
"6099" -1 -1
"6100" -1 -1
"6101" 1 1
"6102" 1 1
"6103" 1 1
"6104" 1 1
"6105" 0 0
"6106" 1 1
"6107" 1 1
"6108" 0 -1
"6109" 1 1
"6110" -1 -1
"6111" -1 -1
"6112" 0 0
"6113" -1 -1
"6114" 0 1
"6115" 1 1
"6116" 1 1
"6117" 0 0
"6118" 0 0
"6119" 0 0
"6120" 1 1
"6121" 0 0
"6122" 0 0
"6123" 0 0
"6124" 0 0
"6125" 0 -1
"6126" 1 1
"6127" 1 1
"6128" 0 0
"6129" 0 0
"6130" 0 0
"6131" 0 0
"6132" 0 0
"6133" 0 0
"6134" 1 1
"6135" 1 1
"6136" 1 1
"6137" 0 0
"6138" 0 0
"6139" -1 -1
"6140" -1 -1
"6141" -1 -1
"6142" -1 -1
"6143" 0 0
"6144" -1 -1
"6145" 0 -1
"6146" 0 0
"6147" 0 0
"6148" 0 0
"6149" 0 -1
"6150" 1 1
"6151" 1 1
"6152" -1 -1
"6153" -1 -1
"6154" -1 -1
"6155" -1 -1
"6156" -1 -1
"6157" -1 -1
"6158" -1 -1
"6159" -1 -1
"6160" -1 -1
"6161" -1 -1
"6162" -1 -1
"6163" 0 0
"6164" -1 -1
"6165" -1 -1
"6166" -1 -1
"6167" -1 -1
"6168" -1 -1
"6169" 0 0
"6170" 0 0
"6171" 0 0
"6172" 0 0
"6173" 1 1
"6174" 0 0
"6175" 0 0
"6176" 1 1
"6177" 1 0
"6178" -1 -1
"6179" -1 -1
"6180" -1 -1
"6181" 0 0
"6182" -1 -1
"6183" -1 -1
"6184" 0 0
"6185" 0 0
"6186" 1 1
"6187" 0 0
"6188" 0 0
"6189" 0 0
"6190" 0 0
"6191" 0 0
"6192" 0 0
"6193" 0 0
"6194" 0 0
"6195" 0 0
"6196" 0 0
"6197" 0 0
"6198" 1 1
"6199" 1 1
"6200" 0 0
"6201" -1 -1
"6202" -1 -1
"6203" -1 -1
"6204" -1 -1
"6205" -1 -1
"6206" -1 -1
"6207" -1 0
"6208" -1 -1
"6209" -1 -1
"6210" -1 -1
"6211" -1 -1
"6212" -1 -1
"6213" -1 -1
"6214" -1 -1
"6215" -1 -1
"6216" 1 1
"6217" 0 0
"6218" 1 1
"6219" 0 -1
"6220" -1 -1
"6221" 0 -1
"6222" 1 1
"6223" 1 1
"6224" 1 1
"6225" 1 1
"6226" 1 1
"6227" -1 -1
"6228" -1 -1
"6229" -1 -1
"6230" -1 -1
"6231" 0 -1
"6232" 1 0
"6233" 0 0
"6234" -1 0
"6235" 0 0
"6236" 0 0
"6237" 0 0
"6238" 0 0
"6239" 0 0
"6240" 0 0
"6241" 1 0
"6242" 0 0
"6243" 0 0
"6244" 0 0
"6245" 1 1
"6246" 1 1
"6247" 1 1
"6248" 0 1
"6249" 0 0
"6250" 1 1
"6251" 1 1
"6252" 0 0
"6253" -1 -1
"6254" -1 -1
"6255" 1 1
"6256" 1 1
"6257" 0 0
"6258" 0 0
"6259" 0 0
"6260" 1 0
"6261" 0 1
"6262" -1 -1
"6263" 0 0
"6264" 0 0
"6265" -1 0
"6266" 1 1
"6267" 1 0
"6268" 0 0
"6269" 1 1
"6270" 0 0
"6271" 1 1
"6272" 1 1
"6273" 1 1
"6274" 1 1
"6275" 1 0
"6276" 0 0
"6277" 0 -1
"6278" 0 0
"6279" 0 0
"6280" -1 -1
"6281" 1 1
"6282" 1 1
"6283" 0 0
"6284" 0 0
"6285" 1 1
"6286" 1 1
"6287" 1 1
"6288" 1 1
"6289" 1 1
"6290" 1 1
"6291" 0 0
"6292" 1 1
"6293" 0 0
"6294" 0 0
"6295" 0 0
"6296" 1 1
"6297" 0 0
"6298" 1 1
"6299" 0 0
"6300" 0 0
"6301" 0 0
"6302" 1 0
"6303" 1 1
"6304" 0 0
"6305" 0 0
"6306" 1 0
"6307" 1 1
"6308" 1 1
"6309" 1 1
"6310" 0 0
"6311" -1 -1
"6312" 0 -1
"6313" 1 0
"6314" 1 0
"6315" 1 1
"6316" 1 1
"6317" 0 0
"6318" 1 1
"6319" 1 0
"6320" 0 0
"6321" 1 1
"6322" 0 0
"6323" 1 1
"6324" -1 -1
"6325" 0 0
"6326" 0 0
"6327" 1 1
"6328" 1 1
"6329" -1 -1
"6330" 1 1
"6331" 1 1
"6332" 0 0
"6333" -1 -1
"6334" 0 0
"6335" 0 0
"6336" 1 0
"6337" 1 1
"6338" 0 0
"6339" 1 1
"6340" -1 -1
"6341" 1 1
"6342" 0 0
"6343" 1 0
"6344" 1 1
"6345" 0 0
"6346" 1 1
"6347" 1 1
"6348" 0 0
"6349" 0 0
"6350" -1 -1
"6351" -1 -1
"6352" -1 -1
"6353" 1 1
"6354" 0 1
"6355" 0 1
"6356" 0 0
"6357" 0 0
"6358" 0 0
"6359" 0 0
"6360" 0 0
"6361" 0 0
"6362" 0 0
"6363" 1 1
"6364" 0 0
"6365" 1 1
"6366" 1 1
"6367" 0 0
"6368" 0 0
"6369" 1 1
"6370" 0 0
"6371" 0 -1
"6372" 0 0
"6373" -1 -1
"6374" -1 -1
"6375" -1 -1
"6376" -1 -1
"6377" -1 -1
"6378" 0 -1
"6379" 0 0
"6380" 0 0
"6381" -1 -1
"6382" 1 1
"6383" 1 1
"6384" -1 -1
"6385" 0 0
"6386" 1 1
"6387" 0 0
"6388" 0 0
"6389" 0 0
"6390" 1 1
"6391" 1 1
"6392" 0 1
"6393" 1 1
"6394" 0 0
"6395" 0 0
"6396" 0 -1
"6397" 0 0
"6398" -1 -1
"6399" 0 0
"6400" 0 0
"6401" 1 1
"6402" 0 0
"6403" 0 0
"6404" -1 -1
"6405" -1 -1
"6406" 1 1
"6407" 1 1
"6408" 0 0
"6409" 1 1
"6410" 0 0
"6411" -1 0
"6412" -1 -1
"6413" -1 -1
"6414" -1 -1
"6415" 1 1
"6416" 0 0
"6417" 0 0
"6418" 0 0
"6419" 0 0
"6420" 1 1
"6421" 0 0
"6422" 1 1
"6423" 0 -1
"6424" 0 0
"6425" 1 1
"6426" 1 1
"6427" 1 1
"6428" -1 -1
"6429" 0 0
"6430" 0 0
"6431" 0 0
"6432" -1 -1
"6433" 0 0
"6434" 0 0
"6435" -1 -1
"6436" 0 0
"6437" -1 -1
"6438" -1 -1
"6439" -1 -1
"6440" 0 0
"6441" -1 -1
"6442" -1 -1
"6443" 0 0
"6444" 0 0
"6445" -1 -1
"6446" 0 0
"6447" 0 0
"6448" 1 1
"6449" 0 0
"6450" 1 1
"6451" 1 1
"6452" 1 1
"6453" 0 0
"6454" 1 1
"6455" -1 -1
"6456" 0 0
"6457" 0 0
"6458" 0 0
"6459" 0 0
"6460" 1 1
"6461" 0 0
"6462" 0 0
"6463" 1 0
"6464" 1 1
"6465" 1 1
"6466" 0 1
"6467" 0 0
"6468" 0 0
"6469" 1 1
"6470" 0 0
"6471" 1 0
"6472" 1 1
"6473" 0 0
"6474" 1 1
"6475" -1 -1
"6476" -1 -1
"6477" 0 0
"6478" 0 0
"6479" 0 0
"6480" 0 0
"6481" 0 0
"6482" 1 1
"6483" 1 1
"6484" 0 0
"6485" 0 0
"6486" 0 0
"6487" 1 1
"6488" 1 1
"6489" 0 0
"6490" 0 0
"6491" 1 1
"6492" 1 1
"6493" -1 -1
"6494" 0 0
"6495" 1 1
"6496" 1 1
"6497" 1 1
"6498" 1 1
"6499" 1 0
"6500" -1 -1
"6501" 0 0
"6502" 1 1
"6503" 1 1
"6504" 0 0
"6505" 0 0
"6506" 1 1
"6507" -1 -1
"6508" 0 0
"6509" 0 1
"6510" 1 1
"6511" 0 0
"6512" -1 -1
"6513" 0 0
"6514" 1 1
"6515" 0 0
"6516" 0 0
"6517" 0 0
"6518" -1 -1
"6519" -1 -1
"6520" 0 0
"6521" -1 -1
"6522" -1 -1
"6523" 0 0
"6524" -1 -1
"6525" -1 -1
"6526" 0 0
"6527" 1 1
"6528" -1 -1
"6529" 0 0
"6530" 1 1
"6531" -1 -1
"6532" -1 -1
"6533" -1 -1
"6534" 0 0
"6535" -1 -1
"6536" -1 -1
"6537" -1 -1
"6538" -1 -1
"6539" 0 0
"6540" 0 0
"6541" 0 0
"6542" 0 0
"6543" -1 -1
"6544" 0 0
"6545" 1 1
"6546" 0 0
"6547" -1 -1
"6548" 0 0
"6549" 0 0
"6550" 0 0
"6551" 0 0
"6552" -1 -1
"6553" 0 0
"6554" 0 0
"6555" 0 0
"6556" 0 0
"6557" -1 -1
"6558" -1 -1
"6559" 0 0
"6560" -1 -1
"6561" 0 0
"6562" -1 -1
"6563" 0 0
"6564" 0 0
"6565" -1 -1
"6566" 0 0
"6567" 0 0
"6568" -1 -1
"6569" 0 0
"6570" -1 -1
"6571" -1 -1
"6572" 0 0
"6573" 0 0
"6574" -1 -1
"6575" 0 0
"6576" 0 0
"6577" 0 0
"6578" 0 0
"6579" -1 -1
"6580" -1 -1
"6581" -1 0
"6582" -1 -1
"6583" 0 0
"6584" -1 0
"6585" 0 0
"6586" -1 -1
"6587" 0 -1
"6588" 0 0
"6589" -1 -1
"6590" -1 -1
"6591" -1 -1
"6592" 0 0
"6593" 0 0
"6594" -1 -1
"6595" 0 0
"6596" 1 0
"6597" 1 0
"6598" 0 0
"6599" -1 -1
"6600" 1 0
"6601" 0 1
"6602" 0 0
"6603" -1 -1
"6604" -1 -1
"6605" -1 -1
"6606" -1 -1
"6607" 0 0
"6608" 1 1
"6609" -1 -1
"6610" 0 0
"6611" 0 0
"6612" -1 -1
"6613" -1 -1
"6614" -1 -1
"6615" -1 -1
"6616" 0 0
"6617" -1 -1
"6618" 0 0
"6619" -1 -1
"6620" -1 -1
"6621" 0 0
"6622" 1 1
"6623" 1 1
"6624" 0 0
"6625" 0 0
"6626" 1 1
"6627" 1 1
"6628" 1 1
"6629" 1 0
"6630" 1 0
"6631" 0 0
"6632" 0 0
"6633" 0 0
"6634" 0 0
"6635" 0 0
"6636" 0 0
"6637" 0 0
"6638" 1 1
"6639" 1 1
"6640" 0 0
"6641" 1 1
"6642" 1 1
"6643" 1 1
"6644" 0 0
"6645" -1 -1
"6646" 0 -1
"6647" 0 0
"6648" 0 0
"6649" 0 0
"6650" -1 -1
"6651" -1 -1
"6652" 0 0
"6653" 1 1
"6654" -1 -1
"6655" -1 -1
"6656" 1 1
"6657" 1 1
"6658" 1 1
"6659" 1 1
"6660" 0 1
"6661" 1 1
"6662" 0 -1
"6663" 1 1
"6664" 0 0
"6665" 1 1
"6666" 1 1
"6667" 0 -1
"6668" 0 0
"6669" 1 1
"6670" 0 0
"6671" 1 1
"6672" 1 1
"6673" 0 0
"6674" 0 1
"6675" 0 0
"6676" 0 0
"6677" 1 0
"6678" -1 -1
"6679" -1 -1
"6680" 0 0
"6681" 1 1
"6682" 1 1
"6683" 1 1
"6684" 0 1
"6685" 1 1
"6686" -1 -1
"6687" -1 -1
"6688" -1 -1
"6689" -1 -1
"6690" -1 -1
"6691" 0 0
"6692" 0 0
"6693" 0 0
"6694" 0 -1
"6695" -1 -1
"6696" 0 0
"6697" -1 -1
"6698" -1 -1
"6699" 0 -1
"6700" -1 -1
"6701" -1 -1
"6702" 0 -1
"6703" -1 -1
"6704" -1 -1
"6705" 0 0
"6706" 0 0
"6707" 1 1
"6708" -1 -1
"6709" -1 -1
"6710" -1 -1
"6711" -1 -1
"6712" 0 0
"6713" 1 1
"6714" 1 1
"6715" 1 1
"6716" 1 1
"6717" 0 0
"6718" -1 0
"6719" 0 0
"6720" -1 -1
"6721" 0 0
"6722" 1 1
"6723" 0 -1
"6724" 0 0
"6725" 1 1
"6726" 0 0
"6727" 1 1
"6728" 1 0
"6729" 0 0
"6730" 0 0
"6731" 0 1
"6732" 0 0
"6733" -1 -1
"6734" -1 -1
"6735" 1 1
"6736" 1 1
"6737" 0 0
"6738" 1 0
"6739" 1 0
"6740" 0 0
"6741" -1 -1
"6742" 1 1
"6743" 0 0
"6744" 0 0
"6745" 1 1
"6746" 0 0
"6747" 0 0
"6748" 0 0
"6749" 0 0
"6750" 0 0
"6751" 0 0
"6752" 1 1
"6753" 1 1
"6754" -1 -1
"6755" -1 -1
"6756" -1 -1
"6757" -1 0
"6758" -1 -1
"6759" 0 0
"6760" 1 1
"6761" 0 0
"6762" 0 1
"6763" 0 0
"6764" 0 0
"6765" -1 -1
"6766" 0 0
"6767" 0 0
"6768" 0 0
"6769" 0 0
"6770" 0 0
"6771" 1 1
"6772" -1 -1
"6773" 0 0
"6774" 1 1
"6775" 1 1
"6776" 0 0
"6777" 0 0
"6778" -1 -1
"6779" -1 -1
"6780" 1 1
"6781" 0 0
"6782" -1 -1
"6783" 1 1
"6784" 0 0
"6785" -1 -1
"6786" 0 -1
"6787" -1 -1
"6788" 0 0
"6789" -1 -1
"6790" 0 0
"6791" 1 1
"6792" 0 1
"6793" 1 1
"6794" 1 0
"6795" 0 0
"6796" 1 1
"6797" 1 1
"6798" -1 -1
"6799" 1 1
"6800" -1 -1
"6801" -1 -1
"6802" 1 1
"6803" 1 1
"6804" 1 1
"6805" 1 1
"6806" 0 0
"6807" 1 1
"6808" 0 0
"6809" 1 1
"6810" 1 1
"6811" 1 0
"6812" 1 0
"6813" 0 0
"6814" 1 1
"6815" 1 1
"6816" 0 0
"6817" 1 1
"6818" 1 1
"6819" 0 0
"6820" 0 0
"6821" 0 0
"6822" 0 0
"6823" 0 -1
"6824" 0 0
"6825" -1 -1
"6826" -1 -1
"6827" -1 0
"6828" 1 1
"6829" 1 0
"6830" 1 1
"6831" 1 1
"6832" 0 0
"6833" 0 0
"6834" 1 1
"6835" 1 1
"6836" -1 -1
"6837" 0 0
"6838" 0 0
"6839" 0 1
"6840" 1 1
"6841" -1 -1
"6842" 1 1
"6843" 0 0
"6844" 0 0
"6845" 1 1
"6846" 1 1
"6847" 0 0
"6848" 0 0
"6849" 0 0
"6850" 1 1
"6851" 0 0
"6852" 0 0
"6853" 0 0
"6854" 0 0
"6855" 0 0
"6856" 0 0
"6857" 1 1
"6858" 0 0
"6859" 0 0
"6860" 1 1
"6861" 1 1
"6862" -1 -1
"6863" -1 -1
"6864" 1 1
"6865" 1 1
"6866" 1 1
"6867" 0 0
"6868" 1 1
"6869" 0 0
"6870" -1 -1
"6871" 1 1
"6872" 1 1
"6873" 1 1
"6874" 1 1
"6875" 1 1
"6876" 1 1
"6877" 0 0
"6878" 0 0
"6879" 0 0
"6880" 1 1
"6881" 1 1
"6882" 1 1
"6883" 1 0
"6884" 1 1
"6885" 0 0
"6886" 0 0
"6887" 1 1
"6888" 1 1
"6889" 1 1
"6890" 0 0
"6891" 1 1
"6892" 1 1
"6893" 0 0
"6894" 0 -1
"6895" 0 0
"6896" -1 -1
"6897" -1 -1
"6898" -1 -1
"6899" 1 1
"6900" 1 1
"6901" 1 1
"6902" 1 1
"6903" 1 0
"6904" 1 1
"6905" -1 -1
"6906" -1 -1
"6907" -1 -1
"6908" -1 -1
"6909" -1 -1
"6910" -1 -1
"6911" -1 -1
"6912" -1 -1
"6913" -1 -1
"6914" -1 -1
"6915" -1 -1
"6916" -1 -1
"6917" -1 -1
"6918" -1 -1
"6919" -1 -1
"6920" -1 -1
"6921" -1 -1
"6922" -1 -1
"6923" -1 -1
"6924" -1 -1
"6925" -1 -1
"6926" -1 -1
"6927" -1 -1
"6928" 1 1
"6929" 0 0
"6930" 0 1
"6931" 0 0
"6932" 0 0
"6933" 0 0
"6934" 1 1
"6935" 1 1
"6936" 0 0
"6937" 0 0
"6938" 0 0
"6939" 0 0
"6940" 1 1
"6941" 0 0
"6942" 1 1
"6943" 0 0
"6944" 0 0
"6945" 0 1
"6946" 1 1
"6947" 0 0
"6948" -1 -1
"6949" -1 -1
"6950" 0 0
"6951" 0 0
"6952" 0 0
"6953" 1 1
"6954" 1 1
"6955" 1 1
"6956" 1 1
"6957" 0 0
"6958" 0 0
"6959" -1 -1
"6960" 0 0
"6961" -1 0
"6962" 0 -1
"6963" 1 1
"6964" 1 1
"6965" 0 0
"6966" 1 1
"6967" 0 0
"6968" 1 1
"6969" 1 1
"6970" 0 0
"6971" 0 0
"6972" 1 1
"6973" 0 0
"6974" 1 1
"6975" 1 1
"6976" 0 0
"6977" 0 0
"6978" 0 0
"6979" 1 1
"6980" 0 0
"6981" 0 0
"6982" 1 1
"6983" 1 1
"6984" 1 1
"6985" 0 0
"6986" 0 0
"6987" -1 -1
"6988" 0 0
"6989" -1 -1
"6990" -1 -1
"6991" -1 -1
"6992" -1 -1
"6993" 0 0
"6994" 0 1
"6995" 1 1
"6996" 1 1
"6997" 1 1
"6998" 1 1
"6999" 0 0
"7000" 0 0
"7001" 1 0
"7002" 1 1
"7003" 1 1
"7004" -1 -1
"7005" 1 0
"7006" 1 1
"7007" 0 0
"7008" 1 1
"7009" 0 0
"7010" 0 0
"7011" 0 0
"7012" 0 0
"7013" 0 0
"7014" 0 0
"7015" 0 0
"7016" -1 -1
"7017" 0 -1
"7018" -1 -1
"7019" 0 0
"7020" -1 -1
"7021" 1 1
"7022" 1 0
"7023" 0 0
"7024" 1 1
"7025" 1 1
"7026" -1 -1
"7027" 0 0
"7028" 0 0
"7029" 0 0
"7030" 0 -1
"7031" -1 -1
"7032" 0 0
"7033" 1 1
"7034" 0 0
"7035" 0 0
"7036" 1 1
"7037" 0 0
"7038" -1 -1
"7039" -1 -1
"7040" 1 1
"7041" 0 0
"7042" 0 0
"7043" -1 -1
"7044" 0 0
"7045" -1 -1
"7046" -1 -1
"7047" 0 0
"7048" 1 1
"7049" 1 1
"7050" 1 1
"7051" 0 0
"7052" 1 1
"7053" -1 -1
"7054" -1 -1
"7055" 0 0
"7056" 0 0
"7057" 0 0
"7058" -1 0
"7059" -1 -1
"7060" 0 0
"7061" 0 0
"7062" 0 -1
"7063" 0 0
"7064" 1 1
"7065" 1 1
"7066" -1 0
"7067" 1 0
"7068" 0 0
"7069" 0 0
"7070" -1 -1
"7071" 0 1
"7072" 0 1
"7073" 0 0
"7074" 0 0
"7075" 0 0
"7076" 1 0
"7077" 0 0
"7078" 0 0
"7079" 0 0
"7080" 0 0
"7081" 1 1
"7082" 1 1
"7083" 1 0
"7084" -1 -1
"7085" -1 -1
"7086" 1 1
"7087" 1 1
"7088" 1 0
"7089" 1 1
"7090" 1 1
"7091" 1 1
"7092" 0 0
"7093" 1 1
"7094" 0 0
"7095" 0 -1
"7096" -1 -1
"7097" 1 1
"7098" 1 1
"7099" 1 1
"7100" 1 1
"7101" 0 0
"7102" 1 1
"7103" 0 0
"7104" 0 0
"7105" 1 1
"7106" 1 1
"7107" 0 0
"7108" -1 -1
"7109" 1 0
"7110" -1 -1
"7111" 1 1
"7112" -1 -1
"7113" 1 0
"7114" -1 -1
"7115" -1 -1
"7116" -1 -1
"7117" -1 -1
"7118" 1 0
"7119" 1 1
"7120" 0 0
"7121" -1 0
"7122" -1 -1
"7123" 0 0
"7124" 0 0
"7125" 0 0
"7126" -1 -1
"7127" -1 -1
"7128" 1 1
"7129" 1 1
"7130" 0 0
"7131" -1 -1
"7132" 0 0
"7133" 1 0
"7134" 0 -1
"7135" 0 0
"7136" 0 0
"7137" 0 0
"7138" 0 0
"7139" 0 0
"7140" 0 0
"7141" 0 0
"7142" 0 0
"7143" -1 -1
"7144" 1 1
"7145" 0 0
"7146" 0 0
"7147" 0 0
"7148" 1 1
"7149" 1 1
"7150" 1 1
"7151" -1 -1
"7152" -1 -1
"7153" 0 0
"7154" 0 0
"7155" -1 -1
"7156" -1 -1
"7157" -1 -1
"7158" 0 1
"7159" 0 0
"7160" 0 0
"7161" -1 0
"7162" 0 0
"7163" 1 1
"7164" -1 -1
"7165" 0 0
"7166" 0 1
"7167" -1 0
"7168" 0 0
"7169" 0 0
"7170" 0 0
"7171" 0 0
"7172" -1 -1
"7173" 0 0
"7174" 0 0
"7175" 0 0
"7176" -1 -1
"7177" -1 -1
"7178" 0 0
"7179" 1 1
"7180" 0 0
"7181" 0 0
"7182" 0 0
"7183" 0 0
"7184" 0 0
"7185" 0 0
"7186" 0 1
"7187" 1 0
"7188" 1 1
"7189" 0 0
"7190" 0 0
"7191" 0 0
"7192" 0 0
"7193" 0 0
"7194" 0 0
"7195" 0 0
"7196" 0 1
"7197" 0 0
"7198" 0 1
"7199" 0 0
"7200" -1 -1
"7201" 0 0
"7202" 1 1
"7203" 1 1
"7204" -1 -1
"7205" 0 0
"7206" 0 1
"7207" -1 -1
"7208" 0 0
"7209" 0 0
"7210" 0 -1
"7211" 1 1
"7212" 1 1
"7213" 0 0
"7214" 1 1
"7215" 1 1
"7216" 1 1
"7217" 1 1
"7218" 1 1
"7219" 1 1
"7220" 1 1
"7221" -1 -1
"7222" 1 1
"7223" 0 0
"7224" 1 1
"7225" 1 1
"7226" 0 0
"7227" 0 0
"7228" 1 1
"7229" 1 1
"7230" 1 1
"7231" 1 1
"7232" -1 -1
"7233" -1 -1
"7234" 0 0
"7235" -1 -1
"7236" -1 -1
"7237" 0 0
"7238" 1 1
"7239" -1 -1
"7240" 1 1
"7241" 0 0
"7242" 0 0
"7243" 0 1
"7244" 0 0
"7245" 0 1
"7246" 1 1
"7247" 1 1
"7248" 0 0
"7249" -1 -1
"7250" -1 -1
"7251" 1 0
"7252" 1 1
"7253" 0 0
"7254" 0 1
"7255" 1 1
"7256" 1 1
"7257" 1 1
"7258" 1 1
"7259" 1 1
"7260" 0 0
"7261" 0 0
"7262" 1 1
"7263" 1 1
"7264" 0 0
"7265" 1 1
"7266" 1 1
"7267" 1 1
"7268" 1 1
"7269" -1 0
"7270" -1 -1
"7271" 0 0
"7272" -1 -1
"7273" 1 1
"7274" 1 1
"7275" 0 0
"7276" 1 1
"7277" 1 1
"7278" 0 0
"7279" 1 1
"7280" 1 1
"7281" 0 1
"7282" 0 0
"7283" 1 1
"7284" 0 1
"7285" 1 0
"7286" 1 1
"7287" 1 1
"7288" 1 1
"7289" 1 1
"7290" 1 1
"7291" 0 1
"7292" -1 -1
"7293" 0 0
"7294" 0 0
